360, 296, 1
350, 296, 5
340, 296, 10
330, 296, 35
320, 296, 90
310, 296, 200
300, 296, 340
390, 296, 510
280, 296, 795
270, 296, 1180
260, 296, 1685
250, 296, 2280
240, 296, 2935
230, 296, 3950
220, 296, 5195
210, 296, 6740
200, 296, 8555
190, 296, 10820
180, 296, 13550
170, 296, 16935
160, 296, 21025
150, 296, 25990
140, 296, 31970

